Order_Priority,Order_Quantity,Sales,Ship_Mode,Profit,Region,Customer_Segment,Product_Category,Product_Container
Medium,32,4941.7725,Regular Air,704.89,Prarie,Corporate,Technology,Small Box
Critical,19,77.57,Regular Air,-67.49,Prarie,Corporate,Office Supplies,Small Box
Low,32,1997.13,Regular Air,720.45,Prarie,Corporate,Furniture,Small Box
Low,10,64.13,Regular Air,-28.97,Prarie,Corporate,Office Supplies,Small Box
Medium,24,492.71,Regular Air,67.01,Prarie,Corporate,Office Supplies,Small Box
Critical,45,282.98,Regular Air,-237.47,Prarie,Corporate,Office Supplies,Small Box
Critical,46,7965.9025,Regular Air,2311.96,Prarie,Corporate,Technology,Small Box
Low,33,750.66,Regular Air,120.05,Prarie,Corporate,Technology,Small Box
Low,8,254.32,Regular Air,-117.39,Prarie,Corporate,Technology,Small Box
Low,42,2149.37,Regular Air,217.87,Prarie,Corporate,Furniture,Small Box
Critical,8,49.04,Regular Air,9.29,Prarie,Corporate,Office Supplies,Small Box
Not Specified,25,237.36,Regular Air,-117.86,Prarie,Corporate,Office Supplies,Small Box
High,35,195.23,Regular Air,-72.46,Prarie,Corporate,Furniture,Small Box
Critical,33,1817.9,Regular Air,700.31,Prarie,Corporate,Office Supplies,Small Box
Critical,17,124.06,Regular Air,15.74,Prarie,Corporate,Office Supplies,Small Box
Critical,42,364.8,Regular Air,149.45,Prarie,Corporate,Office Supplies,Small Box
Not Specified,36,407.17,Regular Air,-12.82,Prarie,Corporate,Office Supplies,Small Box
Not Specified,39,335.35,Regular Air,-134.97,Prarie,Corporate,Office Supplies,Small Box
Not Specified,10,1925.83,Regular Air,359.83,Prarie,Corporate,Office Supplies,Small Box
High,15,113.5,Regular Air,-46.35,Prarie,Corporate,Office Supplies,Small Box
High,27,188.07,Regular Air,-101.85,Prarie,Corporate,Office Supplies,Small Box
Medium,40,933.21,Regular Air,207.18,Prarie,Corporate,Furniture,Small Box
High,15,260.39,Regular Air,-48.57,Prarie,Corporate,Office Supplies,Small Box
Critical,25,185.64,Regular Air,-69.87,Prarie,Corporate,Office Supplies,Small Box
Critical,34,225.98,Regular Air,-135.74,Prarie,Corporate,Office Supplies,Small Box
Not Specified,21,330.22,Regular Air,-51.72,Prarie,Corporate,Office Supplies,Small Box
Not Specified,23,188.53,Regular Air,-27.49,Prarie,Corporate,Office Supplies,Small Box
Not Specified,19,718.41,Regular Air,23.94,Prarie,Corporate,Office Supplies,Small Box
High,41,4256.51,Regular Air,1653.96,Prarie,Corporate,Technology,Small Box
High,12,503.08,Regular Air,-102.74,Prarie,Corporate,Technology,Small Box
High,20,794.32,Regular Air,67.61,Prarie,Corporate,Office Supplies,Small Box
Not Specified,37,270.43,Regular Air,-83.16,Ontario,Corporate,Office Supplies,Small Box
High,19,257.97,Regular Air,33.18,Ontario,Corporate,Office Supplies,Small Box
Not Specified,40,7381.19,Regular Air,2998.88,Ontario,Corporate,Office Supplies,Small Box
Not Specified,27,1603.27,Regular Air,452.49,Ontario,Corporate,Office Supplies,Small Box
Medium,11,74.02,Regular Air,-28.45,Ontario,Corporate,Office Supplies,Small Box
Critical,28,1553.66,Regular Air,547.48,Ontario,Corporate,Office Supplies,Small Box
Critical,30,3276.9965,Regular Air,653.06,Ontario,Corporate,Technology,Small Box
Medium,46,4804.0385,Regular Air,1077.92,Ontario,Corporate,Technology,Small Box
Medium,5,185.79,Regular Air,-159.68,Ontario,Corporate,Technology,Small Box
Medium,9,186.67,Regular Air,2.06,Ontario,Corporate,Office Supplies,Small Box
High,23,445.17,Regular Air,38.11,Ontario,Corporate,Office Supplies,Small Box
Critical,45,698.1,Regular Air,336.25,Ontario,Corporate,Office Supplies,Small Box
High,23,249.64,Regular Air,-91.65,Ontario,Corporate,Office Supplies,Small Box
Medium,32,303.59,Regular Air,-45.99,Ontario,Corporate,Furniture,Small Box
Medium,36,191.6,Regular Air,-150.74,Ontario,Corporate,Office Supplies,Small Box
Not Specified,36,317.59,Regular Air,-46.12,Ontario,Corporate,Office Supplies,Small Box
Low,37,6477.7395,Regular Air,1653.97,Ontario,Corporate,Technology,Small Box
Medium,1,356.95,Regular Air,-228.24,Ontario,Corporate,Office Supplies,Small Box
Medium,38,2063.42,Regular Air,989.95,Ontario,Corporate,Office Supplies,Small Box
Critical,45,882.96,Regular Air,11.65,Ontario,Corporate,Technology,Small Box
Not Specified,34,3375.3075,Regular Air,562.13,Ontario,Corporate,Technology,Small Box
Critical,15,85.56,Regular Air,-41.58,Ontario,Corporate,Office Supplies,Small Box
Critical,8,754.6555,Regular Air,-212.55,Ontario,Corporate,Technology,Small Box
Medium,7,23.84,Regular Air,5.88,Ontario,Corporate,Office Supplies,Small Box
Low,24,1318.8685,Regular Air,172.33,Ontario,Corporate,Technology,Small Box
Not Specified,44,5347.13,Regular Air,1886.41,Ontario,Corporate,Office Supplies,Small Box
Critical,22,127.33,Regular Air,5.3,Ontario,Corporate,Office Supplies,Small Box
Critical,24,990.1,Regular Air,310.22,Ontario,Corporate,Office Supplies,Small Box
Not Specified,5,28.32,Regular Air,-14.35,Ontario,Corporate,Office Supplies,Small Box
Medium,39,796.08,Regular Air,30.29,Ontario,Corporate,Technology,Small Box
